第16任總統副總統選舉候選人在臺東縣各投開票所得票數一覽表,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投開票所別,各組候選人得票情形,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數
D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","投票率H
H=C÷G"
,,,"(1)
柯文哲
吳欣盈","(2)
賴清德
蕭美琴","(3)
侯友宜
趙少康",,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
總　計,,,"25,590","30,131","54,220","109,941",895,"110,836",3,"110,839","67,889","178,728",62.01
,泰和村,0192,73,130,224,427,3,430,0,430,269,699,61.52
,香蘭村,0193,35,63,131,229,1,230,0,230,178,408,56.37
,香蘭村,0194,45,65,110,220,1,221,0,221,164,385,57.40
,金崙村,0195,110,48,341,499,3,502,0,502,304,806,62.28
,金崙村,0196,98,67,338,503,3,506,0,506,390,896,56.47
,多良村,0197,21,7,119,147,1,148,0,148,94,242,61.16
,多良村,0198,71,50,233,354,6,360,0,360,295,655,54.96
　大武鄉,,,587,610,"1,510","2,707",22,"2,729",0,"2,729","2,049","4,778",57.12
,南興村,0199,86,71,184,341,2,343,0,343,202,545,62.94
,尚武村,0200,142,260,269,671,7,678,0,678,604,"1,282",52.89
,大武村,0201,137,175,356,668,7,675,0,675,516,"1,191",56.68
,大鳥村,0202,133,54,408,595,2,597,0,597,434,"1,031",57.90
,大竹村,0203,42,31,158,231,2,233,0,233,116,349,66.76
,大竹村,0204,47,19,135,201,2,203,0,203,177,380,53.42
　綠島鄉,,,559,327,873,"1,759",16,"1,775",0,"1,775","2,052","3,827",46.38
,南寮村,0205,229,143,399,771,9,780,0,780,911,"1,691",46.13
,中寮村,0206,152,97,234,483,5,488,0,488,597,"1,085",44.98
,公舘村,0207,145,75,172,392,1,393,0,393,445,838,46.90
,公舘村,0208,33,12,68,113,1,114,0,114,99,213,53.52
　海端鄉,,,411,211,"1,213","1,835",23,"1,858",0,"1,858","1,426","3,284",56.58
,加拿村,0209,42,28,201,271,6,277,0,277,216,493,56.19
,崁頂村,0210,87,52,244,383,1,384,0,384,220,604,63.58
,海端村,0211,114,54,337,505,6,511,0,511,421,932,54.83
,廣原村,0212,99,39,239,377,8,385,0,385,335,720,53.47
,霧鹿村,0213,37,18,102,157,1,158,0,158,105,263,60.08
,利稻村,0214,32,20,90,142,1,143,0,143,129,272,52.57
　延平鄉,,,414,236,"1,172","1,822",14,"1,836",0,"1,836","1,017","2,853",64.35
,桃源村,0215,155,124,343,622,5,627,0,627,361,988,63.46
,紅葉村,0216,51,32,193,276,1,277,0,277,128,405,68.40
,永康村,0217,51,12,150,213,0,213,0,213,89,302,70.53
,武陵村,0218,78,35,256,369,5,374,0,374,215,589,63.50
,鸞山村,0219,79,33,230,342,3,345,0,345,224,569,60.63
　金峰鄉,,,494,169,"1,435","2,098",8,"2,106",0,"2,106",877,"2,983",70.60
,嘉蘭村,0220,99,33,290,422,1,423,0,423,212,635,66.61
,嘉蘭村,0221,90,31,266,387,3,390,0,390,182,572,68.18
,正興村,0222,103,42,295,440,1,441,0,441,151,592,74.49
,新興村,0223,95,39,263,397,1,398,0,398,137,535,74.39
,賓茂村,0224,55,13,156,224,1,225,0,225,91,316,71.20
,歷坵村,0225,52,11,165,228,1,229,0,229,104,333,68.77
　達仁鄉,,,377,207,"1,265","1,849",18,"1,867",0,"1,867","1,074","2,941",63.48
,安朔村,0226,38,21,101,160,1,161,0,161,72,233,69.10
,安朔村,0227,45,20,134,199,3,202,0,202,116,318,63.52
,南田村,0228,38,20,121,179,1,180,0,180,113,293,61.43
,森永村,0229,26,38,143,207,1,208,0,208,121,329,63.22
,新化村,0230,38,29,160,227,3,230,0,230,126,356,64.61
,台坂村,0231,72,36,264,372,4,376,0,376,201,577,65.16
,土坂村,0232,120,43,342,505,5,510,0,510,325,835,61.08
　蘭嶼鄉,,,395,370,754,"1,519",24,"1,543",0,"1,543","2,763","4,306",35.83
,椰油村,0233,90,59,204,353,4,357,0,357,602,959,37.23
,紅頭村,0234,117,113,250,480,4,484,0,484,785,"1,269",38.14
,東清村,0235,95,111,207,413,12,425,0,425,876,"1,301",32.67
,朗島村,0236,93,87,93,273,4,277,0,277,500,777,35.65
